Product_item_no,Product_mfr_no,Product_name,Product_packsize,Product_price,Product_url,Product_value,Product_wght
9106602,0.01,Accessories for Ultrasonic Processor UP50H/UP100H; Type MS1; Tip Ø 1 mm; For volume 0.1 - 5.0 ml,ea,"€ 372,90",https://www.reagecon.com/ultrasonic-homogenisers/accessories-for-ultrasonic-processor-up50h-up100h-9106602?returnurl=%2fultrasonic-homogenisers%2f,MS1,0.01
6235003,0.05,Accessories for Ultrasonic Processor UP50H/UP100H; Type T1; Tip -; For volume - ml,ea,"€ 233,06",https://www.reagecon.com/ultrasonic-homogenisers/accessories-for-ultrasonic-processor-up50h-up100h-6235003?returnurl=%2fultrasonic-homogenisers%2f,T1,0.05
6235231,3.82,Ultrasonic processor UP100H portable; also mountable on support; 100 Watt; frequence 30kHz,ea,"€ 2.786,40",https://www.reagecon.com/ultrasonic-homogenisers/ultrasonic-processor-up100h-portable-also-6235231?returnurl=%2fultrasonic-homogenisers%2f,UP100H,3.82
6226573,2.75,Accessories for Ultrasonic Processor UP50H/UP100H; Type ST 1; Tip -; For volume - ml,ea,"€ 233,06",https://www.reagecon.com/ultrasonic-homogenisers/accessories-for-ultrasonic-processor-up50h-up100h-6226573?returnurl=%2fultrasonic-homogenisers%2f,ST1-16,2.75
4005990,0.04,Accessories for Ultrasonic Processor UP50H/UP100H; Type MS10; Tip Ø 10 mm; For volume 20 - 500 ml,ea,"€ 278,48",https://www.reagecon.com/ultrasonic-homogenisers/accessories-for-ultrasonic-processor-up50h-up100h-4005990?returnurl=%2fultrasonic-homogenisers%2f,MS10,0.04
4005989,0.04,Accessories for Ultrasonic Processor UP50H/UP100H; Type MS3; Tip Ø 3 mm; For volume 5 - 100 ml,ea,"€ 302,39",https://www.reagecon.com/ultrasonic-homogenisers/accessories-for-ultrasonic-processor-up50h-up100h-4005989?returnurl=%2fultrasonic-homogenisers%2f,MS3,0.04
9277513,0.06,Pycnometers; not calibrated; Capacity 50 ml,ea,"€ 13,15",https://www.reagecon.com/density/pycnometer/pycnometers-not-calibrated-capacity-50-ml-9277513?returnurl=%2fdensity%2fpycnometer%2f,023.01.050,0.06
9277512,0.04,Pycnometers; not calibrated; Capacity 25 ml,ea,"€ 11,97",https://www.reagecon.com/density/pycnometer/pycnometers-not-calibrated-capacity-25-ml-9277512?returnurl=%2fdensity%2fpycnometer%2f,023.01.025,0.04
9277511,0.03,Pycnometers; not calibrated; Capacity 10 ml,ea,"€ 11,54",https://www.reagecon.com/density/pycnometer/pycnometers-not-calibrated-capacity-10-ml-9277511?returnurl=%2fdensity%2fpycnometer%2f,023.01.010,0.03
9277325,0.02,Pycnometers; Blaubrand® Borosilicate glass 3.3.; Nom.  capacity 25 cm³,ea,"€ 47,48",https://www.reagecon.com/density/pycnometer/pycnometers-blaubrand-borosilicate-glass-3-3-nom-9277325?returnurl=%2fdensity%2fpycnometer%2f,43320,0.02
9277510,0.03,Pycnometers; not calibrated; Capacity 5 ml,ea,"€ 11,35",https://www.reagecon.com/density/pycnometer/pycnometers-not-calibrated-capacity-5-ml-9277510?returnurl=%2fdensity%2fpycnometer%2f,023.01.005,0.03
9277310,0.02,Pycnometers; Blaubrand® Borosilicate glass 3.3.; Nom.  capacity 10 cm³,ea,"€ 43,38",https://www.reagecon.com/density/pycnometer/pycnometers-blaubrand-borosilicate-glass-3-3-nom-9277310?returnurl=%2fdensity%2fpycnometer%2f,43308,0.02
9277350,0.03,Pycnometers; Blaubrand® Borosilicate glass 3.3.; Nom.  capacity 50 cm³,ea,"€ 54,23",https://www.reagecon.com/density/pycnometer/pycnometers-blaubrand-borosilicate-glass-3-3-nom-9277350?returnurl=%2fdensity%2fpycnometer%2f,43328,0.03
9277400,0.07,Pycnometers; Blaubrand® Borosilicate glass 3.3.; Nom.  capacity 100 cm³,ea,"€ 73,94",https://www.reagecon.com/density/pycnometer/pycnometers-blaubrand-borosilicate-glass-3-3-nom-9277400?returnurl=%2fdensity%2fpycnometer%2f,43338,0.07
9277305,0.02,Pycnometers; Blaubrand® Borosilicate glass 3.3.; Nom.  capacity 5 cm³,ea,"€ 41,95",https://www.reagecon.com/density/pycnometer/pycnometers-blaubrand-borosilicate-glass-3-3-nom-9277305?returnurl=%2fdensity%2fpycnometer%2f,43305,0.02
9149898,0.15,Dipping flow cups Frikmar; Flow nozzle 4 mm; Material brass,ea,"€ 54,40",https://www.reagecon.com/density/pycnometer/dipping-flow-cups-frikmar-flow-nozzle-4-mm-9149898?returnurl=%2fdensity%2fpycnometer%2f,1004,0.15
9004400,0.04,Alcoholometer; Richter-Tralles type; Type Alcoholometer,ea,"€ 8,27",https://www.reagecon.com/density/pycnometer/alcoholometer-richter-tralles-type-type-9004400?returnurl=%2fdensity%2fpycnometer%2f,0851,0.04
9004630,0.11,Hydrometers for special applications; Type Hydrometer for testing soil and grain-size distribution; Casagrande type; DIN 18 123; Length 350 mm,ea,"€ 34,76",https://www.reagecon.com/density/pycnometer/hydrometers-for-special-applications-type-9004630?returnurl=%2fdensity%2fpycnometer%2f,0874,0.11
9004710,0.12,Battery hydrometer; Type Battery hydrometer,ea,"€ 15,29",https://www.reagecon.com/density/pycnometer/battery-hydrometer-type-battery-hydrometer-9004710?returnurl=%2fdensity%2fpycnometer%2f,0899,0.12
9004620,0.04,Hydrometers for special applications; Type Oechsle scale; range: 0 to 130°; Length 270 mm,ea,"€ 15,29",https://www.reagecon.com/density/pycnometer/hydrometers-for-special-applications-type-oechsle-9004620?returnurl=%2fdensity%2fpycnometer%2f,0871,0.04
6079436,0.13,Pycnometer heads with/without wide-neck bottle; Type Pycnometer head without conical shoulder bottle; NS 60/37; Capacity  ml,ea,"€ 50,91",https://www.reagecon.com/density/pycnometer/pycnometer-heads-with-without-wide-neck-bottle-6079436?returnurl=%2fdensity%2fpycnometer%2f,5.6602.07,0.13
6070510,0.73,Pycnometer heads with/without wide-neck bottle; Type Pycnometer head with conical shoulder bottle; NS 60/37; Capacity 1000 ml,ea,"€ 74,77",https://www.reagecon.com/density/pycnometer/pycnometer-heads-with-without-wide-neck-bottle-6070510?returnurl=%2fdensity%2fpycnometer%2f,5.6600.07,0.73
6401224,0.09,Pycnometer heads with/without wide-neck bottle; Type Pycnometer head without conical shoulder bottle; NS 45/27; Capacity  ml,ea,"€ 43,92",https://www.reagecon.com/density/pycnometer/pycnometer-heads-with-without-wide-neck-bottle-6401224?returnurl=%2fdensity%2fpycnometer%2f,5.6602.06,0.09
9010692,0.62,Cool Container True North® PU Red Capacity 9L,ea,"€ 51,86",https://www.reagecon.com/cooling/transport-boxes/cool-container-true-north-pu-red-capacity-9l-9010692?returnurl=%2fcooling%2ftransport-boxes%2f,HS28721G,0.62
9010693,1.28,Cool Container True North® PU Blue Capacity 4L,ea,"€ 83,35",https://www.reagecon.com/cooling/transport-boxes/cool-container-true-north-pu-blue-capacity-4l-9010693?returnurl=%2fcooling%2ftransport-boxes%2f,HS28724B,1.28
9010691,1.01,Cool Container True North® PU Black Capacity 4L,ea,"€ 71,78",https://www.reagecon.com/cooling/transport-boxes/cool-container-true-north-pu-black-capacity-4l-9010691?returnurl=%2fcooling%2ftransport-boxes%2f,HS28714K,1.01
9774339,2.48,Portable dissolved oxygen meter Oxi 3310; Type Oxi 3310 Set 1; Description cased set including DO sensor  CellOx 325 and accessories,ea,"€ 1.622,04",https://www.reagecon.com/oxygen-meters/portable-dissolved-oxygen-meter-oxi-3310-type-oxi-9774339?returnurl=%2foxygen-meters%2f,2BA301,2.48
9010671,1.05,Ice baths; polystyrene; Internal tank  dimensions (W x L x D) 210 x 350 x 100 mm,ea,"€ 98,77",https://www.reagecon.com/cooling/transport-boxes/ice-baths-polystyrene-internal-tank-dimensions-w-x-9010671?returnurl=%2fcooling%2ftransport-boxes%2f,1-6030,1.05
9774338,2.34,Portable dissolved oxygen meter Oxi 3310; Type Oxi 3310; Description meter only,ea,"€ 851,98",https://www.reagecon.com/oxygen-meters/portable-dissolved-oxygen-meter-oxi-3310-type-oxi-9774338?returnurl=%2foxygen-meters%2f,2BA300,2.34
9010670,1.05,Ice baths; polystyrene; Internal tank  dimensions (W x L x D) 140 x 210 x 70 mm,ea,"€ 68,06",https://www.reagecon.com/cooling/transport-boxes/ice-baths-polystyrene-internal-tank-dimensions-w-x-9010670?returnurl=%2fcooling%2ftransport-boxes%2f,1-6031,1.05
9774340,2.25,Portable dissolved oxygen meter Oxi 3205; Type Oxi 3205 Set 1; Description case set including DO sensor  CellOx 325 and accessories,ea,"€ 1.576,39",https://www.reagecon.com/oxygen-meters/portable-dissolved-oxygen-meter-oxi-3205-type-oxi-9774340?returnurl=%2foxygen-meters%2f,2BA101,2.25
9699251,0.23,Accessories for Dissolved-Oxygen-Meter AL20Oxi; Type Service Set for Oxygen electrode with 3 Membrane Heads; 100ml KOH solution,ea,"€ 148,16",https://www.reagecon.com/oxygen-meters/accessories-for-dissolved-oxygen-meter-al20oxi-9699251?returnurl=%2foxygen-meters%2f,723250,0.23
9699249,0.45,Accessories for Dissolved-Oxygen-Meter AL20Oxi; Type Oxygen electrode; 10m cable,ea,"€ 775,05",https://www.reagecon.com/oxygen-meters/accessories-for-dissolved-oxygen-meter-al20oxi-9699249?returnurl=%2foxygen-meters%2f,723210,0.45
9106581,1.08,X-Ray Cassette 240x300mm,ea,"€ 124,33",https://www.reagecon.com/lifesciences/proteomics/x-ray-cassette-240x300mm-9106581?returnurl=%2flifesciences%2fproteomics%2f,06202430,1.08
9106580,0.85,X-Ray Cassette 180x240mm,ea,"€ 104,58",https://www.reagecon.com/lifesciences/proteomics/x-ray-cassette-180x240mm-9106580?returnurl=%2flifesciences%2fproteomics%2f,06201824,0.85
9106571,0.20,Reinforcement Films for X-Ray Cassettes 180x240mm,2pk,"€ 69,72",https://www.reagecon.com/lifesciences/proteomics/reinforcement-films-for-x-ray-cassettes-180x240mm-9106571?returnurl=%2flifesciences%2fproteomics%2f,00102430,0.20
CRER205,0.62,Reagecon Cresol Red Indicator 0.2% (w/v) Solution,500ml,"€ 58,94",https://www.reagecon.com/indicator_cresolred/reagecon-cresol-red-indicator-0-2-w-v-solution-crer205?returnurl=%2findicator_cresolred%2f,0.2% (w/v),0.62
RSPEC-EP00611,Kg,Reagecon Spectrophotometry Potassium Dichromate Absorbance/Transmission (Linearity) Standard 600 mg/l (Ph.Eur),100ml,"€ 232,59",https://www.reagecon.com/spectrophotometry/linearity-ph-eur/reagecon-spectrophotometry-potassium-dichromate-rspec--ep00611?returnurl=%2fspectrophotometry%2flinearity-ph-eur%2f,0.12,0.12
9106570,0.13,Reinforcement Films for X-Ray Cassettes 240x300mm,2pk,"€ 45,32",https://www.reagecon.com/lifesciences/proteomics/reinforcement-films-for-x-ray-cassettes-240x300mm-9106570?returnurl=%2flifesciences%2fproteomics%2f,00101824,0.13
RSPEC0024060,Kg,Reagecon Spectrophotomotry Potassium Dichromate Absorbance/Transmission (Linearity) Standard 60 mg/l,60ml,"€ 97,75",https://www.reagecon.com/spectrophotometry/linearity-ph-eur/reagecon-spectrophotomotry-potassium-dichromate-rspec0024060?returnurl=%2fspectrophotometry%2flinearity-ph-eur%2f,0.08,0.08
9200392,0.23,Pipette tray; PVC; Width 220 mm; Length 280 mm; Height 39 mm,ea,"€ 10,14",https://www.reagecon.com/pipettes-accessories/pipette-tray-pvc-width-220-mm-length-280-mm-height-9200392?returnurl=%2fpipettes-accessories%2f,996,0.23
RSPEC-EP00751,Kg,Reagecon Spectrophotometry Absorbance/Transmission (Linearity) Standard Blank - 0.005M Sulfuric Acid (Ph.Eur),100ml,"€ 232,59",https://www.reagecon.com/spectrophotometry/linearity-ph-eur/reagecon-spectrophotometry-absorbance-transmission-rspec--ep00751?returnurl=%2fspectrophotometry%2flinearity-ph-eur%2f,0.12,0.12
ISTOC1307,0.30,"Reagecon 0.5 mg/l C from USP 1,4- Benzoquinone Total Organic Carbon (TOC) Standard for Comet Analyser",250ml,"€ 140,00",https://www.reagecon.com/toc-tic/cometanalytics/reagecon-0-5-mg-l-c-from-usp-1-4-benzoquinone-istoc1307?returnurl=%2ftoc-tic%2fcometanalytics%2f,0.5 mg/l,0.30
9003320,2.04,Draining racks; PE-coated wire; With 24 bars and 20 arches; Internal dimensions (L x W x H) 420 x 160 x 610 mm,ea,"€ 57,42",https://www.reagecon.com/cleaning-implements/draining-racks/draining-racks-pe-coated-wire-with-24-bars-and-20-9003320?returnurl=%2fcleaning-implements%2fdraining-racks%2f,5281-01-11,2.04
9050023,1.20,Keg Wide Mouth PE with UN-Approval 26.4 Litre without Handle,ea,"€ 28,97",https://www.reagecon.com/vessels/wide-mouth-kegs/keg-wide-mouth-pe-with-un-approval-26-4-litre-9050023?returnurl=%2fvessels%2fwide-mouth-kegs%2f,7026 046,1.20
9882851,0.42,Accessories for Automatic Vacuum Controller CVC 3000 and DCP 3000; For CVC 3000; Description Solenoid inline valve VV-B 6C,ea,"€ 652,38",https://www.reagecon.com/sensors-controllers/accessories-for-automatic-vacuum-controller-cvc-9882851?returnurl=%2fsensors-controllers%2f,674291,0.42
EPYS01,0.12,Reagecon Yellow Primary Colour Solution according to European Pharmacopoeia (EP) Chapter 2,100ml,"€ 76,22",https://www.reagecon.com/ep_colourprimary/reagecon-yellow-primary-colour-solution-according-epys01?returnurl=%2fep_colourprimary%2f,Yellow,0.12
9646040,0.07,"Magnetic Stirring Bar ASTEROID, Triangular, PTFE, Diameter 28mm Length 40mm",ea,"€ 42,99",https://www.reagecon.com/mixing/magnetic-stirrers/hotplates/magnetic-stirring-bar-asteroid-triangular-ptfe-9646040?returnurl=%2fmixing%2fmagnetic-stirrers%2fhotplates%2f,44040,0.07
9651634,0.09,Dounce Homogeniser Mortar 15ml,ea,"€ 46,31",https://www.reagecon.com/sample-preparation/homogenisation/dounce-homogeniser-mortar-15ml-9651634?returnurl=%2fsample-preparation%2fhomogenisation%2f,885303-0015,0.09
NHS101,1.16,Reagecon Ammonium Sulphate 10% w/v,1L,"€ 47,69",https://www.reagecon.com/apha/awwa/wef/ammonium-sulphate/reagecon-ammonium-sulphate-10-w-v-nhs101?returnurl=%2fapha%2fawwa%2fwef%2fammonium-sulphate%2f,10% w/v,1.16
9310125,0.09,Crucible tongs; 18/10 steel; Length 250 mm; Description 18/10 E-Poli,ea,"€ 6,49",https://www.reagecon.com/heating/beaker-tongs/crucible-tongs-18-10-steel-length-250-mm-9310125?returnurl=%2fheating%2fbeaker-tongs%2f,2102,0.09
9876431,1.72,Insert baskets for ultra sonic cleaning units Elmasonic S; For  bath type S 450; Dimensions (W x D x H) 455 x 270 x 194 mm; Aperture  size 9 x 1 mm; Max.  load 20 kg,ea,"€ 254,51",https://www.reagecon.com/instruments-ultrasonic/insert-baskets-for-ultra-sonic-cleaning-units-9876431?returnurl=%2finstruments-ultrasonic%2f,100 9030,1.72
6201320,8.16,Thermal fluid DW-Therm; Type M90.200.02; Description Thermal fluid DW-Therm; Capacity 10 Litres; Temp. range -90 to +200°C °C,ea,"€ 958,02",https://www.reagecon.com/consumablesequipment/heating-cooling/thermal-fluid-dw-therm-type-m90-200-02-description-6201320?returnurl=%2fconsumablesequipment%2fheating-cooling%2f,6479,8.16
6201255,5.03,Thermal fluids; Type M60.115.05/200.05; Description Thermal fluid SilOil; Capacity 5 l; Temp. range -60 bis +115/200 °C,ea,"€ 402,14",https://www.reagecon.com/consumablesequipment/heating-cooling/thermal-fluids-type-m60-115-05-200-05-description-6201255?returnurl=%2fconsumablesequipment%2fheating-cooling%2f,6165,5.03
6201071,0.02,LLG Partition Insert for Cryoboxes 136x136mm; Height 65mm; Array 6x6 ; for Tubes ca. 21.0mm,ea,"€ 3,42",https://www.reagecon.com/consumablesequipment/heating-cooling/llg-partition-insert-for-cryoboxes-136x136mm-6201071?returnurl=%2fconsumablesequipment%2fheating-cooling%2f,6201071,0.02
6092769,43,Muffle furnaces L 1/12 - L 40/11 series; Type/Controller L5/11/B410; Capacity 5 l; External  dimensions (W x D x H) 385 x 390 x 460 mm; Internal dimensions (W x D x H) 200 x 170 x 130 mm; Rating 2.4 kW; Weight 35.00 kg,ea,"€ 2.749,50",https://www.reagecon.com/consumablesequipment/heating-cooling/muffle-furnaces-l-1-12-l-40-11-series-type-6092769?returnurl=%2fconsumablesequipment%2fheating-cooling%2f,L-051K1RN,43
6090419,0.01,LLG Partition Insert for Cryoboxes 136x136mm; Height 30mm; Array 6x6 ; For tubes diam. ca. 21.0mm,ea,"€ 2,69",https://www.reagecon.com/consumablesequipment/heating-cooling/llg-partition-insert-for-cryoboxes-136x136mm-6090419?returnurl=%2fconsumablesequipment%2fheating-cooling%2f,6090419,0.01
6084538,0.06,LLG Cryogenic Storage Box Plastic Coated 133x133 Green Internal Height 50mm,ea,"€ 3,85",https://www.reagecon.com/consumablesequipment/heating-cooling/llg-cryogenic-storage-box-plastic-coated-133x133-6084538?returnurl=%2fconsumablesequipment%2fheating-cooling%2f,6084538,0.06
6083519,0.10,LLG Cryogenic Storage Box Plastic Coated 136x136 White Internal Height 130mm,ea,"€ 4,80",https://www.reagecon.com/consumablesequipment/heating-cooling/llg-cryogenic-storage-box-plastic-coated-136x136-6083519?returnurl=%2fconsumablesequipment%2fheating-cooling%2f,6083519,0.10
9943150,93,Centrifuges ROTANTA 460 series; Type ROTANTA 460; Description Benchtop centrifuge; classic,ea,"€ 6.756,00",https://www.reagecon.com/benchtop-centrifuges/centrifuges-rotanta-460-series-type-rotanta-460-9943150?returnurl=%2fbenchtop-centrifuges%2f,5650,93
T20011,1.16,Reagecon Sodium Thiosulphate 0.01M (0.01N) Analytical Volumetric Solution (AVL),1L,"€ 20,05",https://www.reagecon.com/avl_sodiumthiosulphate/reagecon-sodium-thiosulphate-0-01m-0-01n-t20011?returnurl=%2favl_sodiumthiosulphate%2f,0.01M (0.01N),1.16
9943152,133,Centrifuges ROTANTA 460 series; Type ROTANTA 460 R; Description Benchtop centrifuge; cooled,ea,"€ 9.814,80",https://www.reagecon.com/benchtop-centrifuges/centrifuges-rotanta-460-series-type-rotanta-460-r-9943152?returnurl=%2fbenchtop-centrifuges%2f,5660,133
3003500,1,Reagecon Mercuric Nitrate 0.02M according to European Pharmacopoeia (EP) Chapter 4 (4.2.2),1L,"€ 99,82",https://www.reagecon.com/ep_volumetricsolutions/reagecon-mercuric-nitrate-0-02m-according-to-3003500?returnurl=%2fep_volumetricsolutions%2f,0.02M,1
DEN40200PY,0.32,Reagecon Density Standard Premium Range 1.4039 g/ml at 40°C,100ml,"€ 175,72",https://www.reagecon.com/density_premium40%c2%b0c/reagecon-density-standard-premium-range-1-4039-g-den40200py?returnurl=%2fdensity_premium40%25c2%25b0c%2f,1.4039 g/ml at 40°C (± 0.00077),0.32
9943130,106,Benchtop centrifuges ROTINA 380 / 380 R; Type ROTINA 380 R; Description without rotor; with refrigeration,ea,"€ 7.605,60",https://www.reagecon.com/benchtop-centrifuges/benchtop-centrifuges-rotina-380-380-r-type-rotina-9943130?returnurl=%2fbenchtop-centrifuges%2f,1706,106
3003900,1,Reagecon Perchloric Acid 0.1M according to European Pharmacopoeia (EP) Chapter 4 (4.2.2),1L,"€ 34,50",https://www.reagecon.com/ep_volumetricsolutions/reagecon-perchloric-acid-0-1m-according-to-3003900?returnurl=%2fep_volumetricsolutions%2f,0.1M,1
3003300,1,Reagecon Lithium Methoxide 0.1M according to European Pharmacopoeia (EP) Chapter 4 (4.2.2),1L,"€ 228,31",https://www.reagecon.com/ep_volumetricsolutions/reagecon-lithium-methoxide-0-1m-according-to-3003300?returnurl=%2fep_volumetricsolutions%2f,0.1M,1
3003100,1,Reagecon Lead Nitrate 0.1M according to European Pharmacopoeia (EP) Chapter 4 (4.2.2),1L,"€ 45,37",https://www.reagecon.com/ep_volumetricsolutions/reagecon-lead-nitrate-0-1m-according-to-european-3003100?returnurl=%2fep_volumetricsolutions%2f,0.1M,1
3002700,1,Reagecon Iodine 0.05M according to European Pharmacopoeia (EP) Chapter 4 (4.2.2),1L,"€ 49,00",https://www.reagecon.com/ep_volumetricsolutions/reagecon-iodine-0-05m-according-to-european-3002700?returnurl=%2fep_volumetricsolutions%2f,0.05M,1
